NO,compactor,thread,ops per thread,case,stage,avg,P1,P5,P10,P50,P90,P95,P99
15,1,32,1000000,4,2,643876,216001,216001,220428,393005,1601671,1645359,1645359
15,1,32,1000000,4,3,31,17,17,19,24,59,85,85

16,1,32,1000000,1,1,8604,46,46,57,153,15668,111535,111535
16,1,32,1000000,1,2,2021107,338942,338942,430844,1511039,6151431,6908446,6908446
16,1,32,1000000,1,3,939,32,32,48,169,2074,8008,8008
16,1,32,1000000,2,1,51691,20,20,20,53348,101706,101706,101706
16,1,32,1000000,2,2,436192,353432,353432,353432,360996,594149,594149,594149
16,1,32,1000000,2,3,23,16,16,16,25,28,28,28
16,1,32,1000000,3,1,9298,32,32,61,75,148,101405,101405
16,1,32,1000000,3,2,631188,224114,224114,224114,335390,2421120,2421120,2421120
16,1,32,1000000,3,3,55,25,25,25,56,96,96,96
16,1,32,1000000,4,1,53,11,11,17,39,138,149,149
16,1,32,1000000,4,2,597014,185547,185547,188072,427663,990536,1722456,1722456
16,1,32,1000000,4,3,620,12,12,14,22,54,10704,10704


18,1,48,1000000,1,1,18957,40,40,73,221,122478,174481,174481
18,1,48,1000000,1,2,4008457,712914,712914,747038,2795838,9184720,10172187,10172187
18,1,48,1000000,1,3,727,40,40,57,281,676,6765,6765
18,1,48,1000000,2,1,105933,5401,5401,5401,206465,206465,206465,206465
18,1,48,1000000,2,2,666105,460489,460489,460489,871721,871721,871721,871721
18,1,48,1000000,2,3,35023,20382,20382,20382,49664,49664,49664,49664
18,1,48,1000000,3,1,4461,25,38,39,68,159,404,181095
18,1,48,1000000,3,2,2450552,544611,748873,929960,2546007,4319889,5306033,6087687
18,1,48,1000000,3,3,187,33,37,38,58,125,220,4697
18,1,48,1000000,4,1,1914,11,14,16,35,159,4465,45276
18,1,48,1000000,4,2,1733911,136913,295793,324248,1643729,3703814,4044472,5317831
18,1,48,1000000,4,3,280,13,14,16,35,72,105,11087

19,1,48,1000000,1,1,11716,28,28,41,154,44827,174208,174208
19,1,48,1000000,1,2,3248230,346307,346307,679613,1090544,9886320,11140649,11140649
19,1,48,1000000,1,3,1637,34,34,53,483,7732,10183,10183
19,1,48,1000000,2,1,26995,21,21,21,58,142426,142426,142426
19,1,48,1000000,2,2,388506,162510,162510,162510,481534,639999,639999,639999
19,1,48,1000000,2,3,4953,20,20,20,30,34099,34099,34099
19,1,48,1000000,3,1,3595,23,26,28,59,143,160,118989
19,1,48,1000000,3,2,2080079,218283,231729,323891,2376004,3606193,4060021,5196699
19,1,48,1000000,3,3,78,23,24,27,60,179,248,328
19,1,48,1000000,4,1,2304,12,15,16,31,103,40281,47773
19,1,48,1000000,4,2,1944150,198668,198780,276797,2252232,3527631,3858517,4484806
19,1,48,1000000,4,3,31,9,10,14,27,49,66,122

