NO,compactor,thread,ops per thread,case,stage,avg,P1,P5,P10,P50,P90,P95,P99
6,0,8,1000000,1,1,6,3,3,3,6,10,10,10
6,0,8,1000000,1,2,9130,8,8,9,19,69701,89504,94068
6,0,8,1000000,1,3,501069,125746,219626,313591,464041,774608,939982,1003298
6,0,8,1000000,1,4,46589,2489,10147,12914,22377,39055,80550,882005
6,0,8,1000000,2,2,9972,9314,9314,9314,9986,10616,10616,10616
6,0,8,1000000,2,3,302067,128651,128651,128651,309862,467688,467688,467688
6,0,8,1000000,2,4,27999,11262,11262,11262,27410,45326,45326,45326
6,0,8,1000000,4,2,5236,115,115,115,229,13656,13656,13656
6,0,8,1000000,4,3,215251,160195,160195,160195,206874,311329,311329,311329
6,0,8,1000000,4,4,23666,20344,20344,20344,22827,27398,27398,27398

7,0,8,1000000,1,1,5,4,4,4,6,7,7,7
7,0,8,1000000,1,2,25491,7,8,9,16,86158,86210,521523
7,0,8,1000000,1,3,573997,227317,315254,399015,587669,710894,764003,838338
7,0,8,1000000,1,4,36432,2127,7490,7930,32128,74579,91531,98068
7,0,8,1000000,2,2,1653,200,200,200,328,7132,7132,7132
7,0,8,1000000,2,3,225908,99471,99471,99471,173709,446536,446536,446536
7,0,8,1000000,2,4,24589,10641,10641,10641,20659,45559,45559,45559
7,0,8,1000000,4,2,20600,20600,20600,20600,20600,20600,20600,20600
7,0,8,1000000,4,3,231134,231134,231134,231134,231134,231134,231134,231134
7,0,8,1000000,4,4,24300,24300,24300,24300,24300,24300,24300,24300

8,0,8,1000000,1,1,7,3,3,3,5,22,22,22
8,0,8,1000000,1,2,4569,5,7,9,18,753,70987,72700
8,0,8,1000000,1,3,499761,341825,358196,364772,505894,609449,633651,681738
8,0,8,1000000,1,4,27894,10556,12378,13287,23859,40912,50260,77441
8,0,8,1000000,2,2,4215,197,197,197,418,12110,12110,12110
8,0,8,1000000,2,3,260546,104253,104253,104253,249397,488498,488498,488498
8,0,8,1000000,2,4,40799,10662,10662,10662,25363,117063,117063,117063
8,0,8,1000000,4,2,7199,115,115,115,14283,14283,14283,14283
8,0,8,1000000,4,3,201052,188435,188435,188435,213669,213669,213669,213669
8,0,8,1000000,4,4,25372,25145,25145,25145,25599,25599,25599,25599


10,1,8,1000000,1,1,60,45,45,45,73,76,76,76
10,1,8,1000000,1,2,1011772,714568,714568,714568,819529,1501221,1501221,1501221
10,1,8,1000000,1,3,53,46,46,46,49,65,65,65
10,1,8,1000000,2,1,25,18,18,18,21,36,36,36
10,1,8,1000000,2,2,313796,164727,164727,164727,304610,472051,472051,472051
10,1,8,1000000,2,3,20,15,15,15,22,24,24,24

11,1,8,1000000,1,1,3358,51,51,51,80,16448,16448,16448
11,1,8,1000000,1,2,873719,547103,547103,547103,791732,1459717,1459717,1459717
11,1,8,1000000,1,3,69,46,46,46,68,99,99,99
11,1,8,1000000,2,1,34,24,24,24,28,52,52,52
11,1,8,1000000,2,2,421713,228688,228688,228688,404917,631536,631536,631536
11,1,8,1000000,2,3,32,26,26,26,31,39,39,39

12,1,8,1000000,1,1,66,47,47,47,65,82,82,82
12,1,8,1000000,1,2,712223,447190,447190,447190,646308,1003218,1003218,1003218
12,1,8,1000000,1,3,54,39,39,39,49,86,86,86
12,1,8,1000000,2,1,21,12,12,12,20,34,34,34
12,1,8,1000000,2,2,279800,114978,114978,114978,221886,526828,526828,526828
12,1,8,1000000,2,3,22,11,11,11,23,36,36,36
12,1,8,1000000,4,1,26,26,26,26,26,26,26,26
12,1,8,1000000,4,2,204195,204195,204195,204195,204195,204195,204195,204195
12,1,8,1000000,4,3,16,16,16,16,16,16,16,16

13,1,8,1000000,1,1,69,39,39,39,69,102,102,102
13,1,8,1000000,1,2,802243,375567,375567,375567,953048,1240570,1240570,1240570
13,1,8,1000000,1,3,66,42,42,42,67,101,101,101
13,1,8,1000000,2,1,32,15,15,15,25,78,78,78
13,1,8,1000000,2,2,407306,122474,122474,122474,314317,812750,812750,812750
13,1,8,1000000,2,3,25,12,12,12,19,47,47,47

14,1,8,1000000,1,1,7939,53,53,53,86,34596,34596,34596
14,1,8,1000000,1,2,892068,560485,560485,560485,1129445,1198966,1198966,1198966
14,1,8,1000000,1,3,54,42,42,42,60,63,63,63
14,1,8,1000000,2,1,24,13,13,13,30,38,38,38
14,1,8,1000000,2,2,290923,148094,148094,148094,367403,468475,468475,468475
14,1,8,1000000,2,3,24,16,16,16,26,37,37,37

15,1,8,1000000,1,1,76,71,71,71,78,81,81,81
15,1,8,1000000,1,2,770855,327408,327408,327408,905528,1079630,1079630,1079630
15,1,8,1000000,1,3,57,48,48,48,54,69,69,69
15,1,8,1000000,2,1,27,15,15,15,23,52,52,52
15,1,8,1000000,2,2,382938,115737,115737,115737,353666,838279,838279,838279
15,1,8,1000000,2,3,29,12,12,12,29,54,54,54
15,1,8,1000000,4,1,10,10,10,10,10,10,10,10
15,1,8,1000000,4,2,72295,72295,72295,72295,72295,72295,72295,72295
15,1,8,1000000,4,3,11,11,11,11,11,11,11,11

16,1,8,1000000,1,1,89,40,40,40,86,142,142,142
16,1,8,1000000,1,2,644803,398442,398442,398442,682441,886021,886021,886021
16,1,8,1000000,1,3,62,31,31,31,65,86,86,86
16,1,8,1000000,2,1,5224,15,15,15,20,26042,26042,26042
16,1,8,1000000,2,2,341555,124891,124891,124891,305837,754259,754259,754259
16,1,8,1000000,2,3,22,13,13,13,21,37,37,37
16,1,8,1000000,4,1,17,17,17,17,17,17,17,17
16,1,8,1000000,4,2,250803,250803,250803,250803,250803,250803,250803,250803
16,1,8,1000000,4,3,10,10,10,10,10,10,10,10


18,1,8,1000000,1,1,74,38,38,38,66,122,122,122
18,1,8,1000000,1,2,970942,416886,416886,416886,975513,1757252,1757252,1757252
18,1,8,1000000,1,3,54,27,27,27,53,86,86,86
18,1,8,1000000,2,1,20,13,13,13,24,28,28,28
18,1,8,1000000,2,2,406158,162648,162648,162648,393967,873631,873631,873631
18,1,8,1000000,2,3,20,13,13,13,18,38,38,38

19,1,8,1000000,1,1,55,46,46,46,55,74,74,74
19,1,8,1000000,1,2,430064,316743,316743,316743,412006,561885,561885,561885
19,1,8,1000000,1,3,55,38,38,38,51,92,92,92
19,1,8,1000000,2,1,25,17,17,17,25,36,36,36
19,1,8,1000000,2,2,278965,107203,107203,107203,259786,524023,524023,524023
19,1,8,1000000,2,3,22,12,12,12,23,30,30,30
19,1,8,1000000,3,1,30,29,29,29,31,31,31,31
19,1,8,1000000,3,2,273660,273660,273660,273660,273660,273660,273660,273660
19,1,8,1000000,3,3,44,44,44,44,44,44,44,44
19,1,8,1000000,4,1,19,15,15,15,15,31,31,31
19,1,8,1000000,4,2,165444,60912,60912,60912,199502,216824,216824,216824
19,1,8,1000000,4,3,18,10,10,10,17,31,31,31

