NO,compactor,thread,ops per thread,case,stage,avg,P1,P5,P10,P50,P90,P95,P99
25,0,32,1000000,3,1,7,3,3,3,5,18,18,18
25,0,32,1000000,3,2,1504,1,1,3,11,5399,11091,23534
25,0,32,1000000,3,3,667852,207561,231667,324370,628189,1001784,1092891,1096272
25,0,32,1000000,3,4,65955,3755,6696,27546,48747,116873,171928,277922
25,0,32,1000000,4,2,13211,119,120,120,176,18176,74258,208965
25,0,32,1000000,4,3,835743,236952,321089,472047,852953,1176017,1243735,1358852
25,0,32,1000000,4,4,164230,24043,25567,44211,129136,337373,370397,457875

26,0,32,1000000,1,1,9,4,4,4,8,37,37,37
26,0,32,1000000,1,2,78679,8,20,23,79,269485,681773,1163646
26,0,32,1000000,1,3,2302810,900195,1305137,1442228,2398200,2869559,3003023,3405947
26,0,32,1000000,1,4,122794,5359,35340,50609,92949,217905,362310,524487
26,0,32,1000000,2,2,17939,9898,9898,9898,25981,25981,25981,25981
26,0,32,1000000,2,3,718086,377771,377771,377771,1058401,1058401,1058401,1058401
26,0,32,1000000,2,4,42240,10628,10628,10628,73852,73852,73852,73852
26,0,32,1000000,3,1,5,2,2,2,4,17,17,17
26,0,32,1000000,3,2,398,1,1,1,11,35,77,11194
26,0,32,1000000,3,3,618315,234258,240221,287184,502928,1292110,1335610,1369599
26,0,32,1000000,3,4,43659,5550,6744,10119,30046,92713,158961,188012
26,0,32,1000000,4,2,3766,107,121,121,177,7672,7953,55386
26,0,32,1000000,4,3,891970,426275,645835,714360,874687,1140178,1174101,1321350
26,0,32,1000000,4,4,191330,55091,68167,69872,128287,330465,493534,751042

27,0,48,1000000,1,1,11,4,4,5,7,22,48,48
27,0,48,1000000,1,2,78607,20,26,32,75,15026,476018,1912085
27,0,48,1000000,1,3,2767477,1571212,1816298,1928543,2837441,3461824,3590018,3788146
27,0,48,1000000,1,4,197240,32636,45208,51705,119261,503650,593285,780495
27,0,48,1000000,2,2,15636,230,230,230,21914,24764,24764,24764
27,0,48,1000000,2,3,559284,324461,324461,324461,509085,844308,844308,844308
27,0,48,1000000,2,4,21343,10590,10590,10590,16700,36739,36739,36739
27,0,48,1000000,3,1,5,1,2,2,4,12,13,14
27,0,48,1000000,3,2,685,1,2,2,9,40,1344,13456
27,0,48,1000000,3,3,1204146,187624,345937,470296,1168903,1936363,2176649,2413281
27,0,48,1000000,3,4,106432,1773,5526,6176,74207,270739,320864,600740
27,0,48,1000000,4,2,22981,111,113,114,184,17702,260287,430022
27,0,48,1000000,4,3,1382523,383358,528026,622396,1204254,2308188,2601606,3003782
27,0,48,1000000,4,4,226488,11514,54678,57990,172658,427561,585335,724361

28,0,48,1000000,1,1,9,4,4,5,7,16,36,36
28,0,48,1000000,1,2,44839,17,20,24,56,1912,298929,828678
28,0,48,1000000,1,3,2417168,1128717,1349590,1574178,2401096,3195829,3595002,3798770
28,0,48,1000000,1,4,133826,23220,27869,31483,98905,296899,414186,563726
28,0,48,1000000,2,2,8212,8212,8212,8212,8212,8212,8212,8212
28,0,48,1000000,2,4,84206,84206,84206,84206,84206,84206,84206,84206
28,0,48,1000000,3,1,4,1,2,2,4,6,17,19
28,0,48,1000000,3,2,2168,1,1,2,10,748,16706,55207
28,0,48,1000000,3,3,1075278,95809,414656,563269,956847,1689167,2084783,2994988
28,0,48,1000000,3,4,117690,5434,7522,13520,61271,295727,438672,715836
28,0,48,1000000,4,2,15714,116,119,121,178,17941,87029,422221
28,0,48,1000000,4,3,1490240,524687,769048,798793,1407024,2315101,2402071,3682279
28,0,48,1000000,4,4,249358,7301,18934,56306,182411,606274,655893,787331

29,1,8,1000000,1,1,74,52,52,52,55,117,117,117
29,1,8,1000000,1,2,1455992,1091669,1091669,1091669,1820315,1820315,1820315,1820315
29,1,8,1000000,1,3,58,52,52,52,65,65,65,65
29,1,8,1000000,2,1,5911,30,30,30,696,22882,22882,22882
29,1,8,1000000,2,2,375176,168626,168626,168626,374522,687522,687522,687522
29,1,8,1000000,2,3,23,15,15,15,22,38,38,38

30,1,8,1000000,1,1,65,38,38,38,55,94,94,94
30,1,8,1000000,1,2,1237441,488941,488941,488941,1408929,2082479,2082479,2082479
30,1,8,1000000,1,3,48,32,32,32,50,65,65,65
30,1,8,1000000,2,1,11811,15,15,15,23608,23608,23608,23608
30,1,8,1000000,2,2,375167,199037,199037,199037,551298,551298,551298,551298
30,1,8,1000000,2,3,19,11,11,11,27,27,27,27

31,1,16,1000000,1,1,561,49,49,49,206,2591,2591,2591
31,1,16,1000000,1,2,2784790,1193358,1193358,1193358,3024329,3980573,3980573,3980573
31,1,16,1000000,1,3,174,45,45,45,129,368,368,368
31,1,16,1000000,2,1,8092,13,13,13,62,32268,32268,32268
31,1,16,1000000,2,2,362969,179474,179474,179474,349007,687746,687746,687746
31,1,16,1000000,2,3,4076,12,12,12,31,16249,16249,16249

32,1,16,1000000,1,1,2176,35,35,35,90,7529,7529,7529
32,1,16,1000000,1,2,2585389,886543,886543,886543,3140559,3992388,3992388,3992388
32,1,16,1000000,1,3,133,38,38,38,112,353,353,353
32,1,16,1000000,2,1,9590,18,18,18,27,38289,38289,38289
32,1,16,1000000,2,2,352231,111578,111578,111578,340245,721578,721578,721578
32,1,16,1000000,2,3,21,14,14,14,23,31,31,31

33,1,32,1000000,1,1,665,36,36,39,177,1197,5473,5473
33,1,32,1000000,1,2,3196421,717002,717002,1073026,3630578,4489227,4849422,4849422
33,1,32,1000000,1,3,309,34,34,43,367,524,615,615
33,1,32,1000000,2,1,19159,20,20,20,49,57410,57410,57410
33,1,32,1000000,2,2,356469,225378,225378,225378,386029,458001,458001,458001
33,1,32,1000000,2,3,23,12,12,12,29,30,30,30
33,1,32,1000000,3,1,46,39,39,39,40,60,60,60
33,1,32,1000000,3,2,472491,388072,388072,388072,499214,530189,530189,530189
33,1,32,1000000,3,3,35,31,31,31,35,40,40,40
33,1,32,1000000,4,1,54,17,17,23,37,107,114,114
33,1,32,1000000,4,2,390073,227894,227894,234563,382470,641938,686666,686666
33,1,32,1000000,4,3,22,14,14,14,21,33,58,58







40,1,32,1000000,1,1,444,48,48,52,226,411,2883,2883
40,1,32,1000000,1,2,3279584,821006,821006,1248950,3732478,4127200,5132318,5132318
40,1,32,1000000,1,3,3039,48,48,49,446,599,29951,29951
40,1,32,1000000,2,1,18157,24,24,24,5530,67039,67039,67039
40,1,32,1000000,2,2,395798,232521,232521,232521,394882,682143,682143,682143
40,1,32,1000000,2,3,187,19,19,19,55,649,649,649
40,1,32,1000000,3,1,132,45,45,45,153,282,282,282
40,1,32,1000000,3,2,838354,380612,380612,380612,835816,1311582,1311582,1311582
40,1,32,1000000,3,3,164,37,37,37,50,645,645,645
40,1,32,1000000,4,1,51,18,18,18,31,82,254,254
40,1,32,1000000,4,2,385103,178364,178364,242943,401954,555991,726216,726216
40,1,32,1000000,4,3,22,11,11,14,22,32,45,45

41,1,48,1000000,1,1,1706,57,57,72,323,7082,8336,8336
41,1,48,1000000,1,2,5531451,952031,952031,996564,4144870,12737839,13299447,13299447
41,1,48,1000000,1,3,460,38,38,43,562,765,796,796
41,1,48,1000000,2,1,41713,16,16,16,25,125100,125100,125100
41,1,48,1000000,2,2,436592,183419,183419,183419,499685,626672,626672,626672
41,1,48,1000000,2,3,103,19,19,19,31,261,261,261
41,1,48,1000000,3,1,426,25,28,33,63,143,461,13345
41,1,48,1000000,3,2,2556860,580510,676203,805058,2517076,4504117,5109960,5751424
41,1,48,1000000,3,3,80,30,34,37,70,127,209,226
41,1,48,1000000,4,1,50,15,16,19,35,101,175,258
41,1,48,1000000,4,2,1773618,109870,242508,296049,1087363,4174100,4505015,6321625
41,1,48,1000000,4,3,42,12,19,21,35,104,115,136

42,1,48,1000000,1,1,7696,52,52,140,273,2133,109284,109284
42,1,48,1000000,1,2,6631442,865182,865182,1589918,5140139,16685321,17003813,17003813
42,1,48,1000000,1,3,497,35,35,45,548,743,763,763
42,1,48,1000000,2,1,41993,18,18,18,25,125936,125936,125936
42,1,48,1000000,2,2,474426,316440,316440,316440,366488,740351,740351,740351
42,1,48,1000000,2,3,4968,17,17,17,20,14868,14868,14868
42,1,48,1000000,3,1,2795,23,23,36,57,113,588,92281
42,1,48,1000000,3,2,3268358,470375,548014,644254,3265460,5474811,7362822,7920255
42,1,48,1000000,3,3,89,24,27,38,68,190,212,311
42,1,48,1000000,4,1,4709,10,15,17,36,100,187,209664
42,1,48,1000000,4,2,1841314,260040,280828,290090,973965,4713982,5721935,6780663
42,1,48,1000000,4,3,36,16,17,17,26,56,56,241

