NO,compactor,thread,ops per thread,case,stage,avg,P1,P5,P10,P50,P90,P95,P99
14,1,32,1000000,2,1,8242,25,25,25,27,24675,24675,24675
14,1,32,1000000,2,2,274563,152906,152906,152906,298742,372042,372042,372042
14,1,32,1000000,2,3,20,16,16,16,22,23,23,23
14,1,32,1000000,3,1,53,23,23,23,45,97,97,97
14,1,32,1000000,3,2,683789,188191,188191,188191,767830,1699158,1699158,1699158
14,1,32,1000000,3,3,39,18,18,18,42,72,72,72
14,1,32,1000000,4,1,60,16,16,18,54,135,251,251
14,1,32,1000000,4,2,523126,95452,95452,162159,306705,1605864,1627344,1627344
14,1,32,1000000,4,3,29,14,14,17,22,57,102,102

15,1,48,1000000,1,1,3101,39,39,46,213,2406,44751,44751
15,1,48,1000000,1,2,3312729,455769,455769,646966,2111256,8658549,8714828,8714828
15,1,48,1000000,1,3,239,46,46,47,191,506,605,605
15,1,48,1000000,2,1,7449,18,18,18,43,29715,29715,29715
15,1,48,1000000,2,2,395828,175345,175345,175345,460550,653396,653396,653396
15,1,48,1000000,2,3,24,14,14,14,30,35,35,35
15,1,48,1000000,3,1,778,21,26,27,63,171,1886,30480
15,1,48,1000000,3,2,2756629,234816,367721,1044603,2472130,4475413,5583121,5690098
15,1,48,1000000,3,3,70,17,20,28,53,116,148,290
15,1,48,1000000,4,1,1910,14,14,15,29,112,148,95261
15,1,48,1000000,4,2,1980976,47638,186992,208589,1633336,3930869,4826957,6143612
15,1,48,1000000,4,3,33,7,15,16,29,59,71,140

16,1,48,1000000,1,1,1603,39,39,50,184,10547,11905,11905
16,1,48,1000000,1,2,4056596,619593,619593,701562,2228812,10004474,10809029,10809029
16,1,48,1000000,1,3,251,40,40,49,205,465,554,554
16,1,48,1000000,2,1,13551,31,31,31,122,40500,40500,40500
16,1,48,1000000,2,2,374429,231334,231334,231334,351774,540179,540179,540179
16,1,48,1000000,2,3,25,20,20,20,25,31,31,31
16,1,48,1000000,3,1,78,25,28,34,63,128,193,307
16,1,48,1000000,3,2,3174703,377652,768556,902803,2879766,5109879,5857763,6144105
16,1,48,1000000,3,3,83,22,28,30,71,144,185,226
16,1,48,1000000,4,1,134,13,17,18,43,115,137,4266
16,1,48,1000000,4,2,1969718,67631,223867,252218,1793748,4131116,5041934,5389866
16,1,48,1000000,4,3,37,14,14,14,26,95,108,129

